emo	emo_text_points	judg	neg	negations	obj	pos	hate	aggressive
2	31	2	0.0239448051948	4	0.859425730519	0.0203429383117	0	
3	51	2	0.0121725849057	3	0.901655856918	0.0177647625786	0	
1	42	3	0.0125354538088	3	0.903337722853	0.0124088330632	0	
24	129	8	0.0196473982786	46	0.854912460876	0.0236086658842	0	
8	66	4	0.0130490587564	10	0.887817313177	0.0161508841985	0	
2	32	2	0.0162715517241	0	0.902640086207	0.0110452586207	0	
6	19	1	0.0313085205993	2	0.85779494382	0.0148057116105	0	
2	14	0	0.00143914473684	0	0.886924342105	0.0392680921053	0	
1	49	1	0.00422932330827	0	0.917410714286	0.0132753759398	0	
3	21	2	0.0195652173913	4	0.871807065217	0.0173233695652	0	
2	3	0	0.016262755102	2	0.924426020408	0.00510204081633	0	
1	0	0	0.0186434659091	0	0.848366477273	0.0179332386364	0	
2	17	0	0.0226648351648	1	0.863495879121	0.0200892857143	0	
2	14	0	0.00703828828829	1	0.899493243243	0.0149211711712	0	
9	63	2	0.0225815456292	5	0.864343179635	0.0159266464938	0	
3	37	0	0.0174235611511	2	0.879665017986	0.0168053057554	0	
3	6	1	0.0188577586207	0	0.848239942529	0.0249640804598	0	
0	49	1	0.00267454954955	0	0.940315315315	0.0142173423423	0	
17	43	3	0.0263631402954	14	0.848628691983	0.0223045959916	0	
7	6	0	0.0208849009901	5	0.850634282178	0.0286974009901	0	
3	14	2	0.0110143442623	4	0.88637295082	0.0197233606557	0	
10	22	1	0.0223518087393	24	0.811571006447	0.0299068767908	0	
5	37	1	0.0254620429253	5	0.863349562798	0.0197237678855	0	
7	16	0	0.0115755890052	4	0.872832133508	0.0192244764398	0	
4	15	0	0.0148251981567	11	0.871111751152	0.0190314193548	0	
11	140	3	0.013907423883	22	0.878082987347	0.0199807236062	0	
0	2	0	0.00244140625	1	0.9013671875	0.01806640625	0	
0	3	0	0.0187088815789	4	0.852179276316	0.0131578947368	0	
0	1	0	0.0204326923077	1	0.802584134615	0.0387620192308	0	
0	1	1	0.0181451612903	0	0.758568548387	0.0327620967742	0	
3	2	0	0.0555840163934	0	0.815829918033	0.0143442622951	0	0.0
3	2	0	0.0555840163934	0	0.815829918033	0.0143442622951	0	
0	1	0	0.0204326923077	1	0.802584134615	0.0387620192308	0	
0	1	1	0.0181451612903	0	0.758568548387	0.0327620967742	0	
3	2	0	0.0555840163934	0	0.815829918033	0.0143442622951	0	
11	138	1	0.0125392485925	14	0.877869207449	0.0215393568644	0	
0	1	0	0.0303308823529	2	0.788143382353	0.0565257352941	0	
3	8	0	0.0268683862434	6	0.846147486772	0.0221560846561	0	
0	6	0	0.00301535087719	1	0.891721491228	0.0120614035088	0	
0	8	0	0.0182897286822	0	0.853197674419	0.0216812015504	0	0.0
0	1	0	0.0303308823529	2	0.788143382353	0.0565257352941	0	
3	8	0	0.0268683862434	6	0.846147486772	0.0221560846561	0	
0	1	0	0.0303308823529	2	0.788143382353	0.0565257352941	0	
3	8	0	0.0268683862434	6	0.846147486772	0.0221560846561	0	
3	8	0	0.0268683862434	6	0.846147486772	0.0221560846561	0	
0	0	0	0.0227272727273	0	0.931818181818	0.0	0	
0	128	0	0.0	2	0.916875	0.006875	0	
10	132	2	0.0123662039	17	0.885789794404	0.0209967147096	0	
2	2	0	0.0470377604167	4	0.794596354167	0.0255533854167	0	
0	14	0	0.00802951388889	2	0.923394097222	0.00694444444444	0	
1	0	0	0.09765625	0	0.65625	0.01953125	0	
0	1	1	0.0	0	0.015625	0.765625	0	
1	43	0	0.0114834337349	0	0.93109939759	0.00602409638554	0	
0	6	0	0.0348011363636	0	0.911931818182	0.0262784090909	0	
12	134	2	0.0111109428017	17	0.880869789142	0.021509936985	0	
2	3	0	0.0152415644172	3	0.884010736196	0.0211848159509	0	
0	0	0	0.0915178571429	1	0.736607142857	0.00223214285714	0	0.0
0	3	0	0.0143229166667	0	0.833984375	0.033203125	0	
0	0	0	0.0	0	1.0	0.0	0	
0	1	1	0.0	0	0.015625	0.765625	0	
1	3	0	0.0828598484848	0	0.675662878788	0.0255681818182	0	
0	1	0	0.0216733870968	1	0.864415322581	0.0201612903226	0	
1	3	0	0.0828598484848	0	0.675662878788	0.0255681818182	0	
0	1	0	0.0216733870968	1	0.864415322581	0.0201612903226	0	
0	1	1	0.0	0	0.015625	0.765625	0	
0	1	0	0.0216733870968	1	0.864415322581	0.0201612903226	0	
0	1	0	0.0216733870968	1	0.864415322581	0.0201612903226	0	
0	40	0	0.00390625	0	0.864583333333	0.0260416666667	0	
1	3	0	0.0828598484848	0	0.675662878788	0.0255681818182	0	
0	1	0	0.0216733870968	1	0.864415322581	0.0201612903226	0	
0	1	1	0.0	0	0.015625	0.765625	0	
0	1	1	0.0	0	0.015625	0.765625	0	
0	26	1	0.0129032258065	0	0.895161290323	0.0139112903226	0	
0	0	0	0.0	0	0.916015625	0.009765625	0	
3	2	1	0.0526315789474	2	0.753563596491	0.0298793859649	0	
7	181	1	0.0355514548287	32	0.839661214953	0.0157504423676	0	
1	1	0	0.0323660714286	1	0.831845238095	0.0167410714286	0	
2	7	3	0.0157451923077	5	0.874879807692	0.0235576923077	0	
5	3	1	0.060625	1	0.74	0.033125	0	
0	0	0	0.00868055555556	0	0.802083333333	0.0434027777778	0	
5	3	1	0.060625	1	0.74	0.033125	0	
0	0	0	0.00868055555556	0	0.802083333333	0.0434027777778	0	0.0
0	0	0	0.00868055555556	0	0.802083333333	0.0434027777778	0	
5	3	1	0.060625	1	0.74	0.033125	0	
0	0	0	0.00868055555556	0	0.802083333333	0.0434027777778	0	
0	142	0	0.0	0	0.945913461538	0.00360576923077	0	
0	3	1	0.0	0	0.909855769231	0.0444711538462	0	
0	14	0	0.0115489130435	1	0.877038043478	0.0190217391304	0	
5	3	1	0.060625	1	0.74	0.033125	0	
0	0	0	0.00868055555556	0	0.802083333333	0.0434027777778	0	
0	0	0	0.00607638888889	0	0.862847222222	0.0234375	0	
0	0	0	0.00607638888889	0	0.862847222222	0.0234375	0	
0	0	0	0.0	0	0.916015625	0.009765625	0	
3	2	1	0.0526315789474	2	0.753563596491	0.0298793859649	0	
0	0	0	0.0	0	0.916015625	0.009765625	0	
3	2	1	0.0526315789474	2	0.753563596491	0.0298793859649	0	
0	0	0	0.00868055555556	0	0.802083333333	0.0434027777778	0	
0	0	0	0.00868055555556	0	0.802083333333	0.0434027777778	0	
0	0	0	0.00694444444444	0	0.938368055556	0.000868055555556	0	
12	115	2	0.0147960875332	24	0.8797938771	0.0214550176835	0	
1	0	0	0.00694444444444	0	0.951388888889	0.0	0	
0	0	0	0.00694444444444	0	0.938368055556	0.000868055555556	0	
2	62	3	0.0206239530988	2	0.849769681742	0.0264342546064	0	
1	3	0	0.0147471910112	1	0.85621488764	0.0296699438202	0	
0	1	0	0.0	0	1.0	0.0	0	
1	11	0	0.00930555555556	3	0.908472222222	0.0173611111111	0	
1	11	0	0.00926438053097	3	0.908877212389	0.0172842920354	0	
3	17	2	0.0225870095238	1	0.820833333333	0.0361036761905	0	
0	41	1	0.0113111081081	0	0.840793918919	0.0340442162162	0	
3	17	2	0.0225870095238	1	0.820833333333	0.0361036761905	0	
0	72	1	0.0169942010309	8	0.868153994845	0.0214239690722	0	
1	25	1	0.00576268564356	1	0.909846844059	0.0174040841584	0	
0	2	0	0.00892857142857	0	0.908482142857	0.00223214285714	0	
0	0	0	0.0	0	1.0	0.0	0	
1	2	0	0.0353773584906	2	0.809257075472	0.0185731132075	0	
0	1	0	0.033203125	0	0.859375	0.0227864583333	0	
0	26	0	0.121651785714	0	0.725446428571	0.0122767857143	0	
0	67	0	0.0220788043478	1	0.896739130435	0.00509510869565	0	
0	26	0	0.121651785714	0	0.725446428571	0.0122767857143	0	
0	67	0	0.0220788043478	1	0.896739130435	0.00509510869565	0	
0	0	0	0.0	0	0.78125	0.03125	0	
0	0	0	0.0	0	1.0	0.0	0	
1	2	0	0.0353773584906	2	0.809257075472	0.0185731132075	0	
0	1	0	0.033203125	0	0.859375	0.0227864583333	0	
3	20	1	0.0165133779264	13	0.838262959866	0.0318248327759	0	
2	23	3	0.0240091463415	9	0.858966681185	0.0194631968641	0	
1	8	0	0.00505514705882	2	0.900045955882	0.0126378676471	0	
1	22	0	0.0134943181818	8	0.886079545455	0.0194602272727	0	
1	1	0	0.0104166666667	0	0.929166666667	0.00583333333333	0	
0	15	2	0.0374581473214	9	0.853236607143	0.00969587053571	0	
1	0	3	0.0277288732394	7	0.827904929577	0.0193661971831	0	
1	7	0	0.0256696428571	7	0.890625	0.00395698051948	0	
2	6	1	0.0293445121951	5	0.809908536585	0.0293445121951	0	
13	66	2	0.0182835072231	26	0.851825842697	0.0265599919743	0	
0	6	0	0.00289351851852	3	0.798611111111	0.0619212962963	0	
1	6	0	0.007375	4	0.86575	0.027375	0	
0	0	0	0.0167613636364	1	0.895170454545	0.00890151515152	0	
5	4	2	0.0123291015625	9	0.907775878906	0.0122680664062	0	
4	6	3	0.0114756224066	5	0.856976141079	0.0314445020747	0	
5	2	1	0.05625	5	0.760125	0.035875	0	
1	22	0	0.0389384920635	6	0.793774801587	0.0261656746032	0	
1	7	4	0.0184235074627	15	0.842467350746	0.019239738806	0	
9	32	1	0.0144335511983	12	0.8317333878	0.0364583333333	0	
0	7	0	0.0392736486486	2	0.865287162162	0.00337837837838	0	
2	8	0	0.0157390510949	7	0.882869525547	0.0199589416058	0	
0	2	1	0.0308493589744	1	0.842948717949	0.010016025641	0	
0	2	0	0.0160472972973	1	0.844172297297	0.0274493243243	0	
11	15	3	0.0285415344828	12	0.820177801724	0.0172829137931	0	
2	10	0	0.0200293624161	5	0.903733221477	0.00891359060403	0	
0	2	1	0.03125	1	0.855347938144	0.014175257732	0	
0	0	0	0.0353458737864	3	0.846025485437	0.0172936893204	0	
4	18	1	0.0233258928571	7	0.824441964286	0.0279017857143	0	
0	9	0	0.0104166666667	7	0.80328525641	0.0500801282051	0	
4	1	0	0.00968567251462	6	0.845942982456	0.031980994152	0	
0	6	0	0.0211181640625	4	0.826904296875	0.0167236328125	0	
3	9	0	0.0235091743119	6	0.841599770642	0.0295298165138	0	
3	1	2	0.0108580508475	1	0.840572033898	0.0500529661017	0	
3	4	1	0.0201353092784	6	0.849065721649	0.0148195876289	0	
2	1	0	0.0256578947368	5	0.844407894737	0.0296052631579	0	
0	4	0	0.0398185483871	2	0.792842741935	0.0151209677419	0	
1	3	0	0.0300864361702	3	0.851063829787	0.0164561170213	0	
0	8	0	0.0248922985075	6	0.825093283582	0.0427131940299	0	
0	4	1	0.04609375	2	0.77265625	0.0390625	0	
13	32	4	0.0347599637681	15	0.737149003623	0.0541779891304	0	
1	10	1	0.0268998579545	6	0.774680397727	0.0391512784091	0	
2	8	0	0.0176196808511	0	0.79920212766	0.0661569148936	0	
3	4	0	0.0133152173913	2	0.880706521739	0.0209239130435	0	
5	5	0	0.0264616935484	0	0.815524193548	0.0279737903226	0	
6	32	2	0.0276725589226	14	0.84506523569	0.0170980639731	0	
0	10	0	0.0224680656934	12	0.830634124088	0.0193886861314	0	
2	20	0	0.0298978365385	8	0.830303485577	0.0238131009615	0	
4	6	2	0.0157006658596	12	0.885517554479	0.0171383171913	0	
4	12	0	0.0262276785714	9	0.848852040816	0.0289381377551	0	
0	14	1	0.00721153846154	4	0.912259615385	0.0101304945055	0	
4	7	1	0.0209173387097	6	0.838709677419	0.023185483871	0	
4	11	1	0.0141486220472	2	0.831200787402	0.0257135826772	0	
2	7	0	0.0317708333333	0	0.756510416667	0.0471354166667	0	
1	17	0	0.0286458333333	11	0.837162990196	0.0177696078431	0	
3	4	0	0.0300646551724	4	0.821228448276	0.0271551724138	0	
2	6	0	0.0207991803279	10	0.882530737705	0.015112704918	0	
1	6	0	0.0171013779528	5	0.862942913386	0.0227608267717	0	
17	79	3	0.0153859942639	47	0.867770076482	0.0179254302103	0	
1	6	0	0.0133463541667	4	0.843424479167	0.0358072916667	0	
10	26	2	0.0467395231214	23	0.781385476879	0.0363078034682	0	
0	11	0	0.00364077669903	5	0.935376213592	0.0142597087379	0	
5	30	0	0.0104955808081	2	0.875789141414	0.0269097222222	0	
0	4	0	0.0391757246377	2	0.794836956522	0.0292119565217	0	
1	12	0	0.00855263157895	2	0.872532894737	0.0320723684211	0	
1	3	1	0.0223817567568	2	0.827280405405	0.0236486486486	0	
2	8	2	0.00492424242424	5	0.878125	0.0298295454545	0	
10	12	2	0.0295255016722	16	0.845160953177	0.0223662207358	0	
3	16	0	0.0113990213523	2	0.865547153025	0.0220751779359	0	
20	28	2	0.0223904639175	41	0.853647623139	0.0225873424971	0	
2	2	0	0.00922131147541	1	0.91393442623	0.0102459016393	0	
2	12	0	0.0157490079365	4	0.867869543651	0.027095734127	0	
4	8	0	0.0119371118012	3	0.890139751553	0.0233889751553	0	
5	12	1	0.024066091954	5	0.762751436782	0.0544181034483	0	
1	2	0	0.017164408867	0	0.872844827586	0.0222444581281	0	
2	7	0	0.0212053571429	10	0.815778459821	0.0328543526786	0	
1	2	0	0.0182291666667	0	0.847395833333	0.0177083333333	0	
3	16	1	0.0159119396825	6	0.847271825397	0.0331655111111	0	
0	1	0	0.023777173913	2	0.849184782609	0.0133605072464	0	
1	6	0	0.0292658730159	3	0.848090277778	0.0187251984127	0	
1	4	0	0.0239392201835	1	0.858371559633	0.0161983944954	0	
0	8	0	0.0251588983051	0	0.828125	0.0304555084746	0	
1	2	0	0.0269396551724	6	0.776939655172	0.00862068965517	0	
4	6	0	0.0417763157895	5	0.754934210526	0.0266447368421	0	
1	16	0	0.00591715976331	2	0.87786612426	0.0204326923077	0	
0	4	2	0.0184210526316	4	0.901973684211	0.0118421052632	0	
2	13	2	0.0219541139241	8	0.853342563291	0.0182950949367	0	
2	4	0	0.0162584459459	2	0.892525337838	0.0139358108108	0	
0	0	0	0.0111019736842	4	0.965049342105	0.0	0	
9	18	0	0.0250180635838	8	0.851020592486	0.0215408236994	0	
1	5	0	0.0184151785714	1	0.856212797619	0.014880952381	0	
4	7	0	0.02041015625	5	0.86630859375	0.0224609375	0	
2	5	0	0.019921875	11	0.8484375	0.01796875	0	
1	4	0	0.0363175675676	5	0.798775337838	0.0344172297297	0	
1	20	0	0.00697026022305	1	0.922746282528	0.0134758364312	0	
0	3	0	0.0104166666667	2	0.829727564103	0.0693108974359	0	
1	3	0	0.00804227941176	3	0.921300551471	0.0143612132353	0	
6	4	0	0.0484518348624	2	0.801318807339	0.0192087155963	0	
1	4	1	0.0101686507937	0	0.855282738095	0.0365823412698	0	
5	10	1	0.0270024271845	5	0.829743122977	0.0235133495146	0	
0	9	0	0.00349162011173	2	0.920914804469	0.0120460893855	0	
0	0	0	0.0528846153846	0	0.826923076923	0.00480769230769	0	
0	0	0	0.0048828125	0	0.8408203125	0.02734375	0	
0	0	0	0.0510416666667	0	0.779166666667	0.0114583333333	0	
1	21	0	0.0194935691318	1	0.879823151125	0.0172829581994	0	
1	7	0	0.0110497237569	2	0.898912292818	0.0199412983425	0	
0	1	0	0.0416666666667	0	0.85546875	0.00130208333333	0	
0	1	0	0.0260416666667	0	0.807291666667	0.0208333333333	0	
0	0	0	0.0223214285714	0	0.915178571429	0.0	0	
0	0	0	0.0442708333333	0	0.877604166667	0.0	0	
0	1	0	0.0395833333333	0	0.836458333333	0.0135416666667	0	
0	0	0	0.0299479166667	0	0.80078125	0.0208333333333	0	
1	0	0	0.0520833333333	0	0.734375	0.0989583333333	0	
0	1	0	0.00827205882353	0	0.924632352941	0.00459558823529	0	
0	1	0	0.0166666666667	0	0.920833333333	0.00416666666667	0	
8	12	2	0.025771574359	3	0.863114316239	0.018228625641	0	
2	0	0	0.0364583333333	0	0.842013888889	0.0	0	
0	1	0	0.0323660714286	0	0.814732142857	0.0234375	0	
0	0	0	0.00520833333333	1	0.924479166667	0.00260416666667	0	
0	0	0	0.0482954545455	1	0.845170454545	0.00142045454545	0	
1	0	0	0.0205592105263	0	0.784539473684	0.0534539473684	0	
0	0	0	0.0104166666667	0	0.85625	0.0270833333333	0	
0	0	0	0.0	0	1.0	0.0	0	
0	6	0	0.0	0	0.866477272727	0.0482954545455	0	
0	1	0	0.0	1	0.73046875	0.10546875	0	
0	2	0	0.0208333333333	0	0.9375	0.0	0	0.0
0	0	0	0.0401785714286	1	0.823660714286	0.0111607142857	0	
0	0	0	0.0132211538462	0	0.853365384615	0.0324519230769	0	
0	1	0	0.00120192307692	0	0.917067307692	0.0120192307692	0	
11	47	2	0.019980631699	19	0.828677309008	0.0349931744584	0	
0	0	0	0.0216346153846	0	0.774038461538	0.0408653846154	0	
0	0	0	0.00919117647059	0	0.938419117647	0.000919117647059	0	
0	1	0	0.0223214285714	0	0.844866071429	0.0279017857143	0	
0	0	0	0.0112847222222	0	0.874131944444	0.0104166666667	0	
0	1	0	0.0	0	1.0	0.0	0	
0	1	0	0.00130208333333	0	0.893229166667	0.0143229166667	0	
0	1	0	0.013671875	0	0.80859375	0.037109375	0	
0	0	0	0.0	0	0.9609375	0.00260416666667	0	
0	0	0	0.0208333333333	0	0.928385416667	0.00130208333333	0	
0	0	0	0.0	0	0.981971153846	0.00120192307692	0	
0	2	0	0.00558035714286	0	0.952008928571	0.0	0	
0	1	0	0.0	0	1.0	0.0	0	
0	0	0	0.0	0	0.912683823529	0.015625	0	0.0
0	1	0	0.00142045454545	0	0.901988636364	0.0142045454545	0	0.0
0	1	0	0.0	0	1.0	0.0	0	
0	3	0	0.00913665254237	2	0.939221398305	0.00900423728814	0	
0	0	1	0.0288461538462	1	0.835336538462	0.00360576923077	0	
0	2	0	0.0696022727273	0	0.867897727273	0.00284090909091	0	
0	0	0	0.0	0	0.96875	0.00446428571429	0	
0	1	0	0.0	0	0.916360294118	0.0193014705882	0	
6	144	24	0.0235117868463	30	0.826317353407	0.0344567155309	0	
0	0	0	0.00568181818182	1	0.901988636364	0.00426136363636	0	
0	2	0	0.0	1	1.0	0.0	0	
1	0	0	0.0100446428571	1	0.869419642857	0.0558035714286	0	
1	0	0	0.0355113636364	0	0.832386363636	0.00710227272727	0	
2	0	0	0.0588942307692	0	0.8125	0.00600961538462	0	
0	1	0	0.0997596153846	1	0.766826923077	0.00600961538462	0	
0	0	0	0.0377604166667	0	0.829427083333	0.0104166666667	0	
0	0	1	0.0434027777778	1	0.895833333333	0.00173611111111	0	
8	126	20	0.0281020595432	23	0.816068515498	0.035035175367	0	
0	0	0	0.0	0	0.925223214286	0.0145089285714	0	
0	0	0	0.1025390625	0	0.7412109375	0.0078125	0	
0	0	0	0.0	0	0.908854166667	0.0338541666667	0	
0	2	0	0.00120192307692	0	0.948317307692	0.00480769230769	0	
0	0	1	0.0653409090909	0	0.6875	0.0198863636364	0	
0	2	0	0.0087890625	0	0.8779296875	0.029296875	0	
0	0	0	0.01171875	0	0.8984375	0.01171875	0	
0	0	0	0.00480769230769	0	0.896634615385	0.00721153846154	0	
1	1	0	0.00961538461538	0	0.900240384615	0.0108173076923	0	
0	0	0	0.00568181818182	0	0.889204545455	0.00852272727273	0	
1	0	0	0.00416666666667	0	0.970833333333	0.0	0	
0	0	0	0.0	0	0.916666666667	0.0277777777778	0	
0	2	0	0.00120192307692	0	0.948317307692	0.00480769230769	0	
3	23	0	0.0152027027027	7	0.858488175676	0.0272381756757	0	
1	8	0	0.0124684343434	2	0.865898569024	0.0247264309764	0	
0	0	0	0.00142045454545	0	0.938920454545	0.00284090909091	0	
0	1	0	0.0	1	0.848958333333	0.0434027777778	0	
0	1	0	0.0480769230769	0	0.852163461538	0.00600961538462	0	
2	19	1	0.0186320754717	7	0.859492924528	0.0254127358491	0	
0	0	0	0.00142045454545	0	0.921875	0.0227272727273	0	
0	1	0	0.0140625	0	0.915625	0.0015625	0	
0	0	0	0.0453125	1	0.815625	0.0078125	0	
0	0	0	0.00892857142857	0	0.9375	0.0	0	
0	0	0	0.00142045454545	0	0.6875	0.134943181818	0	
1	0	0	0.00480769230769	1	0.840144230769	0.0324519230769	0	
0	0	0	0.0	1	0.951388888889	0.00694444444444	0	
0	1	0	0.001953125	0	0.94140625	0.001953125	0	
0	0	0	0.0696022727273	0	0.640625	0.0369318181818	0	
0	1	0	0.00223214285714	0	0.823660714286	0.0334821428571	0	
0	1	0	0.0	1	0.938920454545	0.00710227272727	0	
0	1	0	0.0208333333333	0	0.9375	0.0	0	
0	0	0	0.0385416666667	0	0.825	0.0427083333333	0	
1	3	0	0.0703125	0	0.8078125	0.003125	0	
0	1	0	0.00480769230769	0	0.895432692308	0.015625	0	
0	1	0	0.00480769230769	0	0.895432692308	0.015625	0	
0	0	0	0.0533854166667	0	0.8359375	0.00651041666667	0	
0	0	0	0.00625	0	0.8578125	0.0140625	0	
0	1	0	0.0244140625	0	0.83203125	0.0263671875	0	
0	0	0	0.0390625	0	0.735677083333	0.0455729166667	0	
0	0	0	0.0390625	0	0.9140625	0.0	0	
0	0	0	0.044921875	0	0.865234375	0.00390625	0	
4	11	1	0.0117304804805	6	0.903950825826	0.0133727477477	0	
6	14	2	0.0254181338028	11	0.846830985915	0.0216769366197	0	
1	2	2	0.0262995049505	3	0.879641089109	0.0105198019802	0	
3	3	1	0.0299750143541	5	0.862290669856	0.0134714258373	0	
0	6	0	0.0184895833333	2	0.914322916667	0.0121527777778	0	
3	6	0	0.0302652310924	6	0.872308298319	0.0127363445378	0	
1	9	1	0.0180921052632	7	0.872861842105	0.0158442982456	0	
1	5	0	0.0234759852217	5	0.886083743842	0.0117764778325	0	
1	4	0	0.00892857142857	1	0.882221638655	0.0203518907563	0	
8	15	2	0.024622066787	13	0.854608528881	0.0223375451264	0	
3	6	2	0.0460580065359	7	0.82199754902	0.0320669934641	0	
4	6	3	0.0360743087558	7	0.826972926267	0.0198732718894	0	
2	8	0	0.0357434640523	5	0.832720588235	0.0283905228758	0	
3	2	2	0.0155352011494	2	0.887302442529	0.00915948275862	0	
0	5	0	0.0217957427536	11	0.840523097826	0.0275135869565	0	
0	3	4	0.0297590648855	10	0.834625477099	0.0292223282443	0	
2	7	0	0.0334101382488	4	0.802203341014	0.0282978110599	0	
1	5	0	0.0192840189873	3	0.872626582278	0.0182950949367	0	
4	3	0	0.0159003303965	1	0.865432268722	0.0212004405286	0	
2	6	1	0.0360209923664	0	0.838382633588	0.0276717557252	0	
0	2	1	0.0116450471698	0	0.863649764151	0.0274174528302	0	0.0
4	2	2	0.0115017361111	9	0.874348958333	0.0305266203704	0	
1	2	0	0.00339673913043	0	0.96240942029	0.00158514492754	0	
0	5	0	0.00883620689655	1	0.900754310345	0.0197198275862	0	
0	2	1	0.00421875	0	0.91015625	0.0228125	0	
0	4	1	0.0128777472527	0	0.903674450549	0.0157967032967	0	
0	3	0	0.00709292763158	5	0.935444078947	0.00442023026316	0	
1	4	0	0.0176411290323	1	0.916078629032	0.00907258064516	0	
0	5	1	0.00973731884058	0	0.908514492754	0.00973731884058	0	
2	3	0	0.0137746710526	1	0.915912828947	0.00328947368421	0	
0	4	1	0.00506756756757	0	0.902871621622	0.0194256756757	0	
3	9	0	0.0124402866242	1	0.879080414013	0.0234872611465	0	
1	6	1	0.000744047619048	0	0.928571428571	0.0135416666667	0	
0	2	0	0.00540865384615	2	0.867788461538	0.0354567307692	0	
0	0	1	0.0390625	0	0.755208333333	0.0455729166667	0	
9	21	3	0.0282933158602	7	0.830771169355	0.0229011787634	0	
2	13	0	0.0132137345679	0	0.919077932099	0.00829475308642	0	
9	38	2	0.0254742962056	12	0.85044369645	0.0220318237454	0	
0	1	0	0.0152407786885	0	0.91015625	0.00941342213115	0	
0	1	0	0.0	0	1.0	0.0	0	
1	14	0	0.0108770718232	0	0.933442679558	0.0056111878453	0	
7	25	7	0.0343761065375	18	0.813811541566	0.0312812719935	0	
2	1	1	0.0261520127119	4	0.874139300847	0.0132415254237	0	
1	16	0	0.0136151452282	1	0.91260373444	0.00829875518672	0	
1	12	0	0.0133476720648	1	0.912449392713	0.00803390688259	0	
2	8	2	0.00900135869565	0	0.91457201087	0.0118885869565	0	
3	7	0	0.0168185763889	5	0.879231770833	0.019458912037	0	
0	0	0	0.0	0	0.859375	0.0260416666667	0	
0	6	0	0.00412326388889	0	0.895399305556	0.0180121527778	0	
1	1	0	0.0101102941176	0	0.860294117647	0.0248161764706	0	
16	45	13	0.0224368725645	46	0.821929304897	0.0305381100579	0	
2	9	1	0.0112777217742	6	0.90681703629	0.0157510080645	0	
0	1	0	0.1220703125	0	0.8251953125	0.0	0	
2	2	0	0.00897277227723	3	0.899804042904	0.0198535478548	0	
4	17	2	0.0303640463918	10	0.846327319588	0.0192493556701	0	
2	5	0	0.0183163875598	13	0.883497807018	0.015899122807	0	
1	4	1	0.0188179347826	0	0.898913043478	0.00835597826087	0	
3	10	2	0.0304808937824	10	0.817519430052	0.0254614637306	0	
1	9	0	0.00906968390805	2	0.923221982759	0.00790229885057	0	
2	2	1	0.0366847826087	5	0.770295516304	0.0345618206522	0	
7	26	2	0.0234256628788	30	0.833723958333	0.0256392045455	0	
18	62	4	0.0190515350877	50	0.86177718144	0.0216557017544	0	
2	10	1	0.0130912162162	3	0.913358671171	0.00598254504505	0	
1	12	0	0.00960648148148	0	0.886689814815	0.0136574074074	0	
7	14	1	0.0251724137931	10	0.862413793103	0.0203017241379	0	
0	30	1	0.0195384438306	2	0.862108655617	0.0157401012891	0	
6	9	1	0.0137585324232	3	0.930727389078	0.00485281569966	0	
3	14	0	0.0102914663462	3	0.911283052885	0.0112680288462	0	
0	1	0	0.041875	0	0.785625	0.03125	0	
